序号,btc-e价格,火币网价格,差价,类型,时间
59,7.124536905101168,7.082405345211582,0.04213155988958661,ETH/BTC,2017-06-19 03:24
60,0.12048192771084336,0.11860430586488492,0.0018776218459584382,ETH/LTC,2017-06-19 03:24
61,59.031877213695395,59.755715627936105,-0.7238384142407099,LTC/BTC,2017-06-19 03:24
62,7.124536905101168,7.082457924706197,0.04207898039497149,ETH/BTC,2017-06-19 03:24
63,0.12048192771084336,0.11852352281754133,0.0019584048933020265,ETH/LTC,2017-06-19 03:24
64,59.031877213695395,59.755715627936105,-0.7238384142407099,LTC/BTC,2017-06-19 03:25
65,7.124536905101168,7.082405345211582,0.04213155988958661,ETH/BTC,2017-06-19 03:25
66,0.12048192771084336,0.11852264291017076,0.0019592848006726032,ETH/LTC,2017-06-19 03:25
67,59.031877213695395,59.71457185778668,-0.6826946440912849,LTC/BTC,2017-06-19 03:25
68,7.124536905101168,7.092831333363073,0.03170557173809563,ETH/BTC,2017-06-19 03:25
69,0.12048192771084336,0.11877890291594176,0.0017030247949016003,ETH/LTC,2017-06-19 03:25
70,59.031877213695395,59.722048328533866,-0.6901711148384706,LTC/BTC,2017-06-19 03:25
71,7.124536905101168,7.079777365491651,0.04475953960951706,ETH/BTC,2017-06-19 03:25
72,0.12048192771084336,0.11854545454545455,0.0019364731653888079,ETH/LTC,2017-06-19 03:25
73,59.241706161137444,59.71644079997496,-0.47473463883751776,LTC/BTC,2017-06-19 03:26
74,7.0736365565537245,7.079803635635012,-0.006167079081287774,ETH/BTC,2017-06-19 03:26
75,0.12048192771084336,0.11855702618562593,0.0019249015252174317,ETH/LTC,2017-06-19 03:26
76,59.241706161137444,59.54553431526167,-0.3038281541242256,LTC/BTC,2017-06-19 03:27
77,7.0736365565537245,7.0374,0.0362365565537246,ETH/BTC,2017-06-19 03:27
78,0.12048192771084336,0.1181851851851852,0.0022967425256581603,ETH/LTC,2017-06-19 03:27
79,59.241706161137444,59.47470890196569,-0.23300274082824757,LTC/BTC,2017-06-19 03:28
80,7.0736365565537245,7.0374,0.0362365565537246,ETH/BTC,2017-06-19 03:28
81,0.12048192771084336,0.11832592592592593,0.0021560017849174273,ETH/LTC,2017-06-19 03:28
82,59.38242280285036,59.47811932636324,-0.09569652351288482,LTC/BTC,2017-06-19 03:29
83,7.0736365565537245,7.050419294990724,0.023217261563000413,ETH/BTC,2017-06-19 03:29
84,0.12048192771084336,0.11853803339517624,0.001943894315667119,ETH/LTC,2017-06-19 03:29
85,59.38242280285036,59.526566416040104,-0.14414361318974755,LTC/BTC,2017-06-19 03:30
86,7.0736365565537245,7.032179985862273,0.04145657069145159,ETH/BTC,2017-06-19 03:30
87,0.12048192771084336,0.1181351522396456,0.0023467754711977568,ETH/LTC,2017-06-19 03:30
88,59.31198102016607,59.57173313268122,-0.2597521125151445,LTC/BTC,2017-06-19 03:31
89,7.124536905101168,7.037433471975823,0.0871034331253453,ETH/BTC,2017-06-19 03:31
90,0.12048192771084336,0.11813377086581803,0.0023481568450253315,ETH/LTC,2017-06-19 03:31
91,59.1715976331361,59.75157232704402,-0.5799746939079213,LTC/BTC,2017-06-19 03:32
92,7.124536905101168,7.040040904190087,0.08449600091108156,ETH/BTC,2017-06-19 03:32
93,0.12048192771084336,0.11782185187792471,0.0026600758329186486,ETH/LTC,2017-06-19 03:32
94,59.1715976331361,59.60350073716239,-0.43190310402628995,LTC/BTC,2017-06-19 03:32
95,7.124536905101168,7.050463821892393,0.07407308320877526,ETH/BTC,2017-06-19 03:32
96,0.12048192771084336,0.11828942486085343,0.0021925028499899246,ETH/LTC,2017-06-19 03:32
97,59.241706161137444,59.92148241206031,-0.6797762509228633,LTC/BTC,2017-06-19 03:33
98,7.124536905101168,7.079406307977736,0.045130597123431926,ETH/BTC,2017-06-19 03:33
99,0.12048192771084336,0.11814471243042671,0.002337215280416652,ETH/LTC,2017-06-19 03:33
100,59.20663114268798,59.676507537688444,-0.46987639500046186,LTC/BTC,2017-06-19 03:34
101,7.124536905101168,7.045287692159378,0.07924921294179033,ETH/BTC,2017-06-19 03:34
102,0.11964355791226777,0.11805797595829408,0.0015855819539736943,ETH/LTC,2017-06-19 03:34
103,59.27682276229994,60.041538171061745,-0.764715408761802,LTC/BTC,2017-06-19 03:35
104,7.124536905101168,7.0745534836984945,0.049983421402673756,ETH/BTC,2017-06-19 03:35
105,0.11964355791226777,0.11782765230868486,0.0018159056035829124,ETH/LTC,2017-06-19 03:35
106,59.27682276229994,59.676507537688444,-0.39968477538850067,LTC/BTC,2017-06-19 03:36
107,7.124536905101168,7.045261569379197,0.0792753357219711,ETH/BTC,2017-06-19 03:36
108,0.11964355791226777,0.11805753821853252,0.0015860196937352578,ETH/LTC,2017-06-19 03:36
109,59.1715976331361,59.75157232704402,-0.5799746939079213,LTC/BTC,2017-06-19 03:36
110,7.124536905101168,7.042624166048925,0.08191273905224339,ETH/BTC,2017-06-19 03:36
111,0.11964355791226777,0.1178650852483321,0.0017784726639356735,ETH/LTC,2017-06-19 03:36
112,59.1715976331361,59.676507537688444,-0.504909904552342,LTC/BTC,2017-06-19 03:37
113,7.124536905101168,7.044713035740768,0.07982386936039987,ETH/BTC,2017-06-19 03:37
114,0.11964355791226777,0.11804834643333828,0.0015952114789294924,ETH/LTC,2017-06-19 03:37
115,59.06674542232723,59.676507537688444,-0.6097621153612138,LTC/BTC,2017-06-19 03:38
116,7.124536905101168,7.044713035740768,0.07982386936039987,ETH/BTC,2017-06-19 03:38
117,0.11964355791226777,0.11804834643333828,0.0015952114789294924,ETH/LTC,2017-06-19 03:38
118,59.06674542232723,59.838750314940796,-0.7720048926135661,LTC/BTC,2017-06-19 03:39
119,7.075638576381518,7.04434228088388,0.03129629549763813,ETH/BTC,2017-06-19 03:39
120,0.11964355791226777,0.11772208215927629,0.0019214757529914805,ETH/LTC,2017-06-19 03:39
121,59.06674542232723,59.67336683417086,-0.6066214118436264,LTC/BTC,2017-06-19 03:40
122,7.124536905101168,7.04434228088388,0.08019462421728818,ETH/BTC,2017-06-19 03:40
123,0.11964355791226777,0.11804834643333828,0.0015952114789294924,ETH/LTC,2017-06-19 03:40
124,59.06674542232723,59.51947236180905,-0.4527269394818205,LTC/BTC,2017-06-19 03:40
125,7.124536905101168,7.026175292896338,0.09836161220483053,ETH/BTC,2017-06-19 03:40
126,0.11964355791226777,0.11804834643333828,0.0015952114789294924,ETH/LTC,2017-06-19 03:40
127,59.06674542232723,59.699999999999996,-0.6332545776727656,LTC/BTC,2017-06-19 03:41
128,7.124536905101168,7.037966666666666,0.0865702384345024,ETH/BTC,2017-06-19 03:41
129,0.11964355791226777,0.11788888888888889,0.0017546690233788825,ETH/LTC,2017-06-19 03:41
130,59.06674542232723,59.68125,-0.6145045776727684,LTC/BTC,2017-06-19 03:41
131,7.124536905101168,7.04527287557467,0.07926402952649791,ETH/BTC,2017-06-19 03:41
132,0.11964355791226777,0.11804834643333828,0.0015952114789294924,ETH/LTC,2017-06-19 03:41
133,59.06674542232723,59.53098370927319,-0.4642382869459567,LTC/BTC,2017-06-19 03:42
134,7.124536905101168,7.037885185185186,0.08665171991598264,ETH/BTC,2017-06-19 03:42
135,0.11964355791226777,0.11822222222222221,0.0014213356900455582,ETH/LTC,2017-06-19 03:42
136,59.06674542232723,59.47136329494242,-0.4046178726151908,LTC/BTC,2017-06-19 03:43
137,7.122507122507122,7.037885185185186,0.08462193732193679,ETH/BTC,2017-06-19 03:43
138,0.11964355791226777,0.11834074074074073,0.0013028171715270404,ETH/LTC,2017-06-19 03:43
139,59.06674542232723,59.35197121401752,-0.28522579169028717,LTC/BTC,2017-06-19 03:44
140,7.122507122507122,7.01719813554306,0.10530898696406243,ETH/BTC,2017-06-19 03:44
141,0.11964355791226777,0.11823024563480321,0.0014133122774645651,ETH/LTC,2017-06-19 03:44
142,59.20663114268798,59.53137433037812,-0.32474318769013877,LTC/BTC,2017-06-19 03:45
143,7.122507122507122,7.0251423290203325,0.09736479348678984,ETH/BTC,2017-06-19 03:45
144,0.11964355791226777,0.11800739371534195,0.0016361641969258184,ETH/LTC,2017-06-19 03:45
145,59.20663114268798,59.66408163265306,-0.4574504899650762,LTC/BTC,2017-06-19 03:45
146,7.122507122507122,7.0251423290203325,0.09736479348678984,ETH/BTC,2017-06-19 03:45
147,0.11964355791226777,0.1177449168207024,0.0018986410915653729,ETH/LTC,2017-06-19 03:45
148,59.20663114268798,59.636733416770966,-0.4301022740829836,LTC/BTC,2017-06-19 03:46
149,7.085665698292354,7.043569844789357,0.04209585350299694,ETH/BTC,2017-06-19 03:46
150,0.11964355791226777,0.1181079083518108,0.0015356495604569725,ETH/LTC,2017-06-19 03:46
151,59.27682276229994,59.70772507988221,-0.43090231758226594,LTC/BTC,2017-06-19 03:47
152,7.124536905101168,7.038367799113738,0.08616910598743033,ETH/BTC,2017-06-19 03:47
153,0.11964355791226777,0.11788035450516987,0.001763203407097902,ETH/LTC,2017-06-19 03:47
154,59.27682276229994,59.74702987367168,-0.4702071113717352,LTC/BTC,2017-06-19 03:48
155,7.124536905101168,7.04096786110085,0.08356904400031784,ETH/BTC,2017-06-19 03:48
156,0.11964355791226777,0.11784632434429257,0.0017972335679752038,ETH/LTC,2017-06-19 03:48
157,59.1715976331361,59.74420864549701,-0.5726110123609089,LTC/BTC,2017-06-19 03:49
158,7.124536905101168,7.038035450516987,0.08650145458418113,ETH/BTC,2017-06-19 03:49
159,0.11964355791226777,0.11780280649926145,0.0018407514130063252,ETH/LTC,2017-06-19 03:49
160,59.20663114268798,59.40438871473354,-0.19775757204556044,LTC/BTC,2017-06-19 03:50
161,7.124536905101168,6.997784342688331,0.12675256241283694,ETH/BTC,2017-06-19 03:50
162,0.11964355791226777,0.11779911373707533,0.0018444441751924445,ETH/LTC,2017-06-19 03:50
163,59.20663114268798,59.40438871473354,-0.19775757204556044,LTC/BTC,2017-06-19 03:51
164,7.124536905101168,6.992619926199262,0.13191697890190657,ETH/BTC,2017-06-19 03:51
165,0.12048192771084336,0.11771217712177122,0.0027697505890721397,ETH/LTC,2017-06-19 03:51
166,59.20663114268798,59.40438871473354,-0.19775757204556044,LTC/BTC,2017-06-19 03:52
167,7.124536905101168,6.984913324413286,0.13962358068788205,ETH/BTC,2017-06-19 03:52
168,0.12048192771084336,0.11758244593603369,0.00289948177480967,ETH/LTC,2017-06-19 03:52
169,59.20663114268798,59.306602002503126,-0.09997085981514431,LTC/BTC,2017-06-19 03:53
170,7.124536905101168,7.004578713968957,0.11995819113221096,ETH/BTC,2017-06-19 03:53
171,0.1204817825520692,0.1181079083518108,0.002373874200258405,ETH/LTC,2017-06-19 03:53
172,59.20663114268798,59.41815047021944,-0.2115193275314553,LTC/BTC,2017-06-19 03:54
173,7.124536905101168,7.004578713968957,0.11995819113221096,ETH/BTC,2017-06-19 03:54
174,0.1204817825520692,0.11788617886178862,0.0025956036902805846,ETH/LTC,2017-06-19 03:54
175,59.27682276229994,59.29780564263323,-0.020982880333285436,LTC/BTC,2017-06-19 03:55
176,7.0821529745042495,6.992717459613323,0.08943551489092627,ETH/BTC,2017-06-19 03:55
177,0.11887115199222106,0.11792540017004917,0.0009457518221718947,ETH/LTC,2017-06-19 03:55
178,59.27682276229994,59.449311639549435,-0.17248887724949213,LTC/BTC,2017-06-19 03:56
179,7.122507122507122,7.023769916084433,0.09873720642268946,ETH/BTC,2017-06-19 03:56
180,0.11887115199222106,0.11814720343055711,0.0007239485616639535,ETH/LTC,2017-06-19 03:56
181,59.241706161137444,59.375,-0.1332938388625564,LTC/BTC,2017-06-19 03:57
182,7.122507122507122,7.029226785053644,0.09328033745347852,ETH/BTC,2017-06-19 03:57
183,0.11961722488038279,0.11838697743248243,0.0012302474479003594,ETH/LTC,2017-06-19 03:57
184,59.241706161137444,59.28237129485179,-0.040665133714348656,LTC/BTC,2017-06-19 03:58
185,7.122507122507122,7.023769916084433,0.09873720642268946,ETH/BTC,2017-06-19 03:58
186,0.11961722488038279,0.118479908321319,0.0011373165590637946,ETH/LTC,2017-06-19 03:58
187,59.20663114268798,59.56112852664577,-0.35449738395778496,LTC/BTC,2017-06-19 03:59
188,7.122507122507122,7.024029574861368,0.09847754764575445,ETH/BTC,2017-06-19 03:59
189,0.1197285036451343,0.11792975970425139,0.0017987439408829048,ETH/LTC,2017-06-19 03:59
190,59.20663114268798,59.31938807368092,-0.11275693099293704,LTC/BTC,2017-06-19 04:00
191,7.116931179275497,7.018865972907178,0.09806520636831895,ETH/BTC,2017-06-19 04:00
192,0.11971746677840298,0.11832330374327206,0.0013941630351309159,ETH/LTC,2017-06-19 04:00
193,59.20663114268798,59.40625,-0.1996188573120179,LTC/BTC,2017-06-19 04:01
194,7.116931179275497,7.0225601128929185,0.0943710663825783,ETH/BTC,2017-06-19 04:01
195,0.11971746677840298,0.11821247954369984,0.0015049872347031312,ETH/LTC,2017-06-19 04:01
196,59.20663114268798,59.40625,-0.1996188573120179,LTC/BTC,2017-06-19 04:02
197,7.116931179275497,7.037899514640386,0.07903166463511102,ETH/BTC,2017-06-19 04:02
198,0.11971746677840298,0.11847069146159513,0.0012467753168078494,ETH/LTC,2017-06-19 04:02
199,59.1715976331361,59.686028257456826,-0.514430624320724,LTC/BTC,2017-06-19 04:03
200,7.116931179275497,7.035529237601777,0.08140194167371995,ETH/BTC,2017-06-19 04:03
201,0.11937875296954649,0.11787564766839378,0.0015031053011527046,ETH/LTC,2017-06-19 04:03
202,59.1715976331361,59.686028257456826,-0.514430624320724,LTC/BTC,2017-06-19 04:04
203,7.109847138286527,7.04074074074074,0.06910639754578707,ETH/BTC,2017-06-19 04:04
204,0.11937875296954649,0.11796296296296296,0.0014157900065835255,ETH/LTC,2017-06-19 04:04
205,59.31198102016607,59.40810650332823,-0.09612548316215452,LTC/BTC,2017-06-19 04:05
206,7.064641469445426,7.04074074074074,0.023900728704685292,ETH/BTC,2017-06-19 04:05
207,0.11839615828145608,0.11851481481481482,-0.00011865653335874082,ETH/LTC,2017-06-19 04:05
208,59.20663114268798,59.33879627013281,-0.13216512744482856,LTC/BTC,2017-06-19 04:06
209,7.064142413111049,7.007786429365962,0.0563559837450871,ETH/BTC,2017-06-19 04:06
210,0.11839615828145608,0.11809788654060066,0.0002982717408554214,ETH/LTC,2017-06-19 04:06
211,59.13660555884092,59.064345760805026,0.07225979803589411,LTC/BTC,2017-06-19 04:07
212,7.078142695356739,7.007786429365962,0.07035626599077727,ETH/BTC,2017-06-19 04:07
213,0.11947759615855631,0.11864664441972562,0.0008309517388306875,ETH/LTC,2017-06-19 04:07
214,59.13660555884092,59.064345760805026,0.07225979803589411,LTC/BTC,2017-06-19 04:08
215,7.078643731860975,7.0199939828623,0.05864974899867459,ETH/BTC,2017-06-19 04:08
216,0.11947431302270013,0.11885332669714856,0.0006209863255515757,ETH/LTC,2017-06-19 04:08
217,59.13660555884092,59.09943714821763,0.037168410623287684,LTC/BTC,2017-06-19 04:09
218,7.080648587410607,7.000544486793418,0.08010410061718964,ETH/BTC,2017-06-19 04:09
219,0.11947431302270013,0.11845365750669497,0.0010206555160051645,ETH/LTC,2017-06-19 04:09
220,58.858151854031775,59.329482672024106,-0.4713308179923317,LTC/BTC,2017-06-19 04:10
221,7.116424708226587,7.019759322537513,0.09666538568907423,ETH/BTC,2017-06-19 04:10
222,0.12180267965895249,0.11831822908928837,0.0034844505696641215,ETH/LTC,2017-06-19 04:10
223,58.858151854031775,59.67478653942742,-0.8166346853956483,LTC/BTC,2017-06-19 04:11
224,7.116424708226587,7.043349388662468,0.07307531956411939,ETH/BTC,2017-06-19 04:11
225,0.12024390273230219,0.11802889959244164,0.002215003139860547,ETH/LTC,2017-06-19 04:11
226,58.858151854031775,59.33262179809141,-0.47446994405963494,LTC/BTC,2017-06-19 04:12
227,7.116424708226587,7.0029640607632455,0.1134606474633415,ETH/BTC,2017-06-19 04:12
228,0.12006228831517791,0.11802889959244164,0.0020333887227362707,ETH/LTC,2017-06-19 04:12
229,58.858151854031775,59.67475514816675,-0.8166032941349783,LTC/BTC,2017-06-19 04:13
230,7.078643731860975,7.0407370370370375,0.03790669482393749,ETH/BTC,2017-06-19 04:13
231,0.12024390273230219,0.11798518518518519,0.002258717547116998,ETH/LTC,2017-06-19 04:13
232,58.858151854031775,59.498851008908616,-0.6406991548768417,LTC/BTC,2017-06-19 04:14
233,7.078142695356739,7.020130738374684,0.05801195698205497,ETH/BTC,2017-06-19 04:14
234,0.12024390273230219,0.11798766899420592,0.002256233738096275,ETH/LTC,2017-06-19 04:14
235,59.10165484633569,59.510090992097226,-0.4084361457615344,LTC/BTC,2017-06-19 04:15
236,7.106815436003127,7.020130738374684,0.086684697628443,ETH/BTC,2017-06-19 04:15
237,0.11964341476662954,0.11796538404397564,0.001678030722653906,ETH/LTC,2017-06-19 04:15
238,59.10165484633569,59.78175414321205,-0.6800992968763566,LTC/BTC,2017-06-19 04:16
239,7.106815436003127,7.030585450645364,0.07622998535776304,ETH/BTC,2017-06-19 04:16
240,0.12024390273230219,0.1176042013388069,0.002639701393495286,ETH/LTC,2017-06-19 04:16
241,59.13660555884092,59.50821736666457,-0.37161180782364767,LTC/BTC,2017-06-19 04:17
242,7.105300554213443,7.015961395694135,0.08933915851930774,ETH/BTC,2017-06-19 04:17
243,0.12024390273230219,0.11789903489235339,0.0023448678399488054,ETH/LTC,2017-06-19 04:17
244,59.13660555884092,59.442714721514605,-0.3061091626736854,LTC/BTC,2017-06-19 04:18
245,7.105300554213443,7.015961395694135,0.08933915851930774,ETH/BTC,2017-06-19 04:18
246,0.12019230769230768,0.11802895322939867,0.002163354462909009,ETH/LTC,2017-06-19 04:18
247,59.1715976331361,59.60828839057621,-0.4366907574401111,LTC/BTC,2017-06-19 04:19
248,7.10631040363843,7.015590200445434,0.0907202031929959,ETH/BTC,2017-06-19 04:19
249,0.12019230769230768,0.11769487750556792,0.0024974301867397575,ETH/LTC,2017-06-19 04:19
250,59.1715976331361,59.95143334699928,-0.7798357138631786,LTC/BTC,2017-06-19 04:20
251,7.10631040363843,7.056421677802524,0.0498887258359062,ETH/BTC,2017-06-19 04:20
252,0.11963368166673645,0.11770230141054193,0.0019313802561945204,ETH/LTC,2017-06-19 04:20
253,59.1715976331361,59.455803711859076,-0.2842060787229741,LTC/BTC,2017-06-19 04:21
254,7.078643731860975,7.015961395694135,0.06268233616683982,ETH/BTC,2017-06-19 04:21
255,0.11963368166673645,0.11800296956198959,0.0016307121047468565,ETH/LTC,2017-06-19 04:21
256,59.1715976331361,59.58701134930644,-0.4154137161703346,LTC/BTC,2017-06-19 04:22
257,7.078643731860975,7.013358070500928,0.06528566136004699,ETH/BTC,2017-06-19 04:22
258,0.11963368166673645,0.11769944341372912,0.0019342382530073282,ETH/LTC,2017-06-19 04:22
259,59.1715976331361,59.78551435670031,-0.6139167235642091,LTC/BTC,2017-06-19 04:23
260,7.078643731860975,7.053803339517625,0.024840392343350004,ETH/BTC,2017-06-19 04:23
261,0.11963368166673645,0.11798515769944343,0.0016485239672930224,ETH/LTC,2017-06-19 04:23
262,59.1715976331361,59.78551435670031,-0.6139167235642091,LTC/BTC,2017-06-19 04:24
263,7.078643731860975,7.053803339517625,0.024840392343350004,ETH/BTC,2017-06-19 04:24
264,0.11963368166673645,0.11798515769944343,0.0016485239672930224,ETH/LTC,2017-06-19 04:24
265,59.347181008902076,59.78551435670031,-0.43833334779823474,LTC/BTC,2017-06-19 04:25
266,7.078643731860975,7.053803339517625,0.024840392343350004,ETH/BTC,2017-06-19 04:25
267,0.11963368166673645,0.11798515769944343,0.0016485239672930224,ETH/LTC,2017-06-19 04:25
268,59.10165484633569,59.78551435670031,-0.6838595103646199,LTC/BTC,2017-06-19 04:26
269,7.078643731860975,7.043349388662468,0.03529434319850733,ETH/BTC,2017-06-19 04:26
270,0.11941866991485448,0.11781030011115229,0.0016083698037021865,ETH/LTC,2017-06-19 04:26
271,59.347181008902076,59.77987421383648,-0.43269320493440233,LTC/BTC,2017-06-19 04:27
272,7.078643731860975,7.053803339517625,0.024840392343350004,ETH/BTC,2017-06-19 04:27
273,0.11941866991485448,0.11799628942486086,0.001422380489993616,ETH/LTC,2017-06-19 04:27
274,59.1715976331361,59.44025157232704,-0.2686539391909406,LTC/BTC,2017-06-19 04:28
275,7.078643731860975,6.995558845299778,0.08308488656119728,ETH/BTC,2017-06-19 04:28
276,0.11941866991485448,0.11769059955588453,0.0017280703589699492,ETH/LTC,2017-06-19 04:28
277,59.38242280285036,59.33576092415871,0.046661878691644176,LTC/BTC,2017-06-19 04:29
278,7.078643731860975,6.995558845299778,0.08308488656119728,ETH/BTC,2017-06-19 04:29
279,0.11947431302270013,0.11789785344189489,0.0015764595808052395,ETH/LTC,2017-06-19 04:29
280,59.1715976331361,59.33262179809141,-0.16102416495530747,LTC/BTC,2017-06-19 04:30
281,7.078643731860975,7.013358070500928,0.06528566136004699,ETH/BTC,2017-06-19 04:30
282,0.11947431302270013,0.11820408163265306,0.0012702313900470746,ETH/LTC,2017-06-19 04:30
283,59.31198102016607,59.33262179809141,-0.020640777925336806,LTC/BTC,2017-06-19 04:31
284,7.078643731860975,7.013358070500928,0.06528566136004699,ETH/BTC,2017-06-19 04:31
285,0.11947431302270013,0.11820408163265306,0.0012702313900470746,ETH/LTC,2017-06-19 04:31
286,59.523809523809526,59.511964735516365,0.01184478829316049,LTC/BTC,2017-06-19 04:32
287,7.0916956244238,7.013358070500928,0.07833755392287234,ETH/BTC,2017-06-19 04:32
288,0.11925006022128042,0.117847866419295,0.0014021938019854185,ETH/LTC,2017-06-19 04:32
289,59.523809523809526,59.392265193370164,0.1315443304393611,LTC/BTC,2017-06-19 04:33
290,7.0916956244238,7.017778123968382,0.07391750045541823,ETH/BTC,2017-06-19 04:33
291,0.11915869197120649,0.11815979911053741,0.000998892860669079,ETH/LTC,2017-06-19 04:33
292,59.523809523809526,59.392265193370164,0.1315443304393611,LTC/BTC,2017-06-19 04:34
293,7.0916956244238,7.017778123968382,0.07391750045541823,ETH/BTC,2017-06-19 04:34
294,0.11915869197120649,0.11815979911053741,0.000998892860669079,ETH/LTC,2017-06-19 04:34
295,59.241706161137444,59.403453689167975,-0.16174752803053138,LTC/BTC,2017-06-19 04:35
